,BM25,Classic vector,Document,Extended boolean,Feature,Neural network,Result,TF-IDF,Term frequency,Files,LOC,Features amount
0,5.516724606219777,0.29063358340307593,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.c,0.0234890115965176,sqlite_homegrown_recursive_mutex,0.03998760934278657,0.0,23.373094970075588,42275.0,11,267156,571
1,1.3745838625193076,0.3776690545939997,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/shell.c,0.02324444520964417,sqlite_homegrown_recursive_mutex,0.02113131710583181,0.0,2.8201489328074976,1044.0,11,267156,571
2,5.516724606219777,0.29063358340307593,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.c,0.0234890115965176,sqlite_homegrown_recursive_mutex,0.03998760934278657,1.0,23.373094970075588,42275.0,11,267156,571
3,1.3745838625193076,0.3776690545939997,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/shell.c,0.02324444520964417,sqlite_homegrown_recursive_mutex,0.02113131710583181,0.0,2.8201489328074976,1044.0,11,267156,571
4,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/win/nmakehlp.c,0.0,sqlite_homegrown_recursive_mutex,0.0,0.0,0.0,0.0,11,267156,571
5,2.7404084767736143,0.5905861265434384,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/generic/tclsqlite3.c,0.023266276211536752,sqlite_homegrown_recursive_mutex,0.025591140960596767,0.0,6.584879365361368,695.0,11,267156,571
6,2.8387786213139683,0.7035202082667564,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.h,0.023412004166184875,sqlite_homegrown_recursive_mutex,0.03531984006594812,0.0,10.993293852908401,4889.0,11,267156,571
7,1.5650461152658748,0.6426479068364,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3ext.h,0.02327658233012701,sqlite_homegrown_recursive_mutex,0.055729865903732335,0.0,5.081156546352503,732.0,11,267156,571
8,0.24439437431406835,1.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/msvc.h,0.023244439366600943,sqlite_homegrown_recursive_mutex,0.02496470746320557,0.0,0.27500704749987004,2.0,11,267156,571
9,2.8387786213139683,0.7035202082667564,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.h,0.023412004166184875,sqlite_homegrown_recursive_mutex,0.03531984006594812,0.0,10.993293852908401,4889.0,11,267156,571
10,1.5650461152658748,0.6426479068364,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3ext.h,0.02327658233012701,sqlite_homegrown_recursive_mutex,0.055729865903732335,0.0,5.081156546352503,732.0,11,267156,571
11,5.114212060745007,0.5099722078956304,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.c,0.00042346755075824816,_crt_secure_no_warnings,0.05312183154978881,0.0,16.381854901388046,16737.0,11,267156,571
12,8.37679474586663,0.2342712527777177,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/shell.c,0.0024339678500656893,_crt_secure_no_warnings,0.05006318196382187,0.0,6.483376901969451,203.0,11,267156,571
13,5.114212060745007,0.5099722078956304,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.c,0.00042346755075824816,_crt_secure_no_warnings,0.05312183154978881,0.0,16.381854901388046,16737.0,11,267156,571
14,8.37679474586663,0.2342712527777177,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/shell.c,0.0024339678500656893,_crt_secure_no_warnings,0.05006318196382187,1.0,6.483376901969451,203.0,11,267156,571
15,3.615582012421706,0.23467473972865416,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/win/nmakehlp.c,0.008354170465924411,_crt_secure_no_warnings,0.034679709184770924,0.0,2.2750070474998703,31.0,11,267156,571
16,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/generic/tclsqlite3.c,0.0,_crt_secure_no_warnings,0.0,0.0,0.0,125.0,11,267156,571
17,1.485608705881846,0.2291287238403225,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.h,0.0004386517073391736,_crt_secure_no_warnings,0.03681250425588356,0.0,2.260469877851931,1014.0,11,267156,571
18,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3ext.h,0.0,_crt_secure_no_warnings,0.0,0.0,0.0,16.0,11,267156,571
19,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/msvc.h,0.0,_crt_secure_no_warnings,0.0,0.0,0.0,2.0,11,267156,571
20,1.485608705881846,0.2291287238403225,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.h,0.0004386517073391736,_crt_secure_no_warnings,0.03681250425588356,0.0,2.260469877851931,1014.0,11,267156,571
21,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3ext.h,0.0,_crt_secure_no_warnings,0.0,0.0,0.0,16.0,11,267156,571
22,3.6823850752271454,0.33804740423413593,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.c,0.029486222125045862,sqlite_pager_h,0.05744463334701165,0.0,18.418731251268312,43194.0,11,267156,571
23,1.5497484658914067,0.2439332137260107,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/shell.c,0.027559332338404137,sqlite_pager_h,0.019229199413602783,0.0,2.3904646575642525,1043.0,11,267156,571
24,3.6823850752271454,0.33804740423413593,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.c,0.029486222125045862,sqlite_pager_h,0.05744463334701165,1.0,18.418731251268312,43194.0,11,267156,571
25,1.5497484658914067,0.2439332137260107,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/shell.c,0.027559332338404137,sqlite_pager_h,0.019229199413602783,0.0,2.3904646575642525,1043.0,11,267156,571
26,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/win/nmakehlp.c,0.0,sqlite_pager_h,0.0,0.0,0.0,0.0,11,267156,571
27,0.2748795315032353,1.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/generic/tclsqlite3.c,0.027559330249896045,sqlite_pager_h,0.03347293330063487,0.0,1.4289802655599226,672.0,11,267156,571
28,1.9263431927980927,0.4463162428854833,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.h,0.027559347923566728,sqlite_pager_h,0.06426577746665936,0.0,5.457123263067192,4611.0,11,267156,571
29,0.2749058291077495,1.0,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3ext.h,0.027559330249896045,sqlite_pager_h,0.03347293330063487,0.0,1.4393326483607891,708.0,11,267156,571
30,0.24439437431406835,1.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/msvc.h,0.027559330249896045,sqlite_pager_h,0.03347293330063487,0.0,0.27500704749987004,2.0,11,267156,571
31,1.9263431927980927,0.4463162428854833,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.h,0.027559347923566728,sqlite_pager_h,0.06426577746665936,0.0,5.457123263067192,4611.0,11,267156,571
32,0.2749058291077495,1.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3ext.h,0.027559330249896045,sqlite_pager_h,0.03347293330063487,0.0,1.4393326483607891,708.0,11,267156,571
33,4.308301816417487,0.4431254439058366,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.c,0.05815268561154136,translate_trace,0.08884285617351517,0.0,15.210429349931708,879.0,11,267156,571
34,2.657395854204353,0.6040477192417723,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/shell.c,0.05825242580587803,translate_trace,0.1006193468024426,0.0,5.470475439979472,73.0,11,267156,571
35,4.308301816417487,0.4431254439058366,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.c,0.05815268561154136,translate_trace,0.08884285617351517,1.0,15.210429349931708,879.0,11,267156,571
36,2.657395854204353,0.6040477192417723,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/shell.c,0.05825242580587803,translate_trace,0.1006193468024426,0.0,5.470475439979472,73.0,11,267156,571
37,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/win/nmakehlp.c,0.0,translate_trace,0.0,0.0,0.0,0.0,11,267156,571
38,2.6869327948271042,0.6040477192417723,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/generic/tclsqlite3.c,0.05825242580587803,translate_trace,0.1006193468024426,0.0,5.470475439979472,73.0,11,267156,571
39,0.5731520833307837,1.0,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.h,0.058024756422364765,translate_trace,0.06586246935299017,0.0,1.9398216365179468,52.0,11,267156,571
40,0.5582248901405009,1.0,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3ext.h,0.058024756422364765,translate_trace,0.06586246935299017,0.0,1.102254443945573,7.0,11,267156,571
41,0.0,0.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/msvc.h,0.0,translate_trace,0.0,0.0,0.0,0.0,11,267156,571
42,0.5731520833307837,1.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.h,0.058024756422364765,translate_trace,0.06586246935299017,0.0,1.9398216365179468,52.0,11,267156,571
43,0.5582248901405009,1.0,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3ext.h,0.058024756422364765,translate_trace,0.06586246935299017,0.0,1.102254443945573,7.0,11,267156,571
44,2.4473374273825703,0.4014336375985647,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.c,0.02324501265151625,sqlite_shell_is_utf8,0.02358129981704949,0.0,11.020365613728456,75964.0,11,267156,571
45,7.4696397365813025,0.3726589120010387,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/shell.c,0.03394234028537939,sqlite_shell_is_utf8,0.05681289074055292,0.0,19.508860720947613,2033.0,11,267156,571
46,2.4473374273825703,0.4014336375985647,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.c,0.02324501265151625,sqlite_shell_is_utf8,0.02358129981704949,0.0,11.020365613728456,75964.0,11,267156,571
47,7.4696397365813025,0.3726589120010387,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/shell.c,0.03394234028537939,sqlite_shell_is_utf8,0.05681289074055292,1.0,19.508860720947613,2033.0,11,267156,571
48,1.3897604478326593,0.1423340153576681,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/win/nmakehlp.c,0.00238428428021454,sqlite_shell_is_utf8,0.02793565510720185,0.0,0.874469117916141,63.0,11,267156,571
49,2.9693638626272323,0.3045936719100913,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/tea/generic/tclsqlite3.c,0.02324456542420189,sqlite_shell_is_utf8,0.027028975221144544,0.0,4.863512309644839,1066.0,11,267156,571
50,1.5189906050383266,0.3763717364131497,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3.h,0.02324445065131033,sqlite_shell_is_utf8,0.03469275104429172,0.0,4.718544063783514,7880.0,11,267156,571
51,0.2749058291077495,0.8744401844669271,../projects/training/sqlite-3.19.3/source/sqlite-amalgamation-3190300/sqlite3ext.h,0.023244439366600943,sqlite_shell_is_utf8,0.02698668980049388,0.0,1.4393326483607891,736.0,11,267156,571
52,0.24439437431406835,0.3517828889036973,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/msvc.h,0.002324443936660095,sqlite_shell_is_utf8,0.010856609598463329,0.0,0.27500704749987004,22.0,11,267156,571
53,1.5189906050383266,0.3763717364131497,../projects/training/sqlite-3.19.3/source/sqlite-autoconf-3190300/sqlite3.h,0.02324445065131033,sqlite_shell_is_utf8,0.03469275104429172,0.0,4.718544063783514,7880.0,11,267156,571
