projectandfeature,methodname,totaltraces,truetraces,precision,recall
freebsd-_pax_,Classic vector model,21,2,0.09523809523809523,1.0
freebsd-ldbl_implicit_nbit,Classic vector model,119,9,0.07563025210084033,1.0
freebsd-_stdio_h_,Classic vector model,790,2,0.0,0.0
freebsd-_all_source,Classic vector model,2023,4,0.0,0.0
freebsd-_md5_h_,Classic vector model,19,2,0.10526315789473684,1.0
freebsd-no_history,Classic vector model,2400,7,0.0020833333333333333,0.7142857142857143
freebsd-compat_32bit,Classic vector model,170,2,0.011764705882352941,1.0
freebsd-__cplusplus,Classic vector model,3,14,0.3333333333333333,0.07142857142857142
freebsd-_path_gss_mech,Classic vector model,397,2,0.005037783375314861,1.0
freebsd-onlcr,Classic vector model,6,2,0.3333333333333333,1.0
freebsd-fts_get_stream,Classic vector model,1280,2,0.0015625,1.0
freebsd-_complex_h,Classic vector model,46,3,0.043478260869565216,0.6666666666666666
freebsd-net2_stat,Classic vector model,1591,8,0.0006285355122564425,0.125
freebsd-mem_chk,Classic vector model,724,2,0.0027624309392265192,1.0
freebsd-_libc_private_h_,Classic vector model,992,2,0.0010080645161290322,0.5
freebsd-_darwin_use_64_bit_inode,Classic vector model,1985,3,0.0,0.0
freebsd-noid,Classic vector model,4,2,0.5,1.0
freebsd-no_floating_point,Classic vector model,1987,9,0.0,0.0
freebsd-fpu_shl1_by_add,Classic vector model,2150,2,0.00046511627906976747,0.5
freebsd-resolvsort,Classic vector model,5,3,0.6,1.0
freebsd-float64_mangle,Classic vector model,38,2,0.05263157894736842,1.0
freebsd-locale_debug,Classic vector model,346,3,0.0,0.0
freebsd-backwards,Classic vector model,33,3,0.030303030303030304,0.3333333333333333
freebsd-ndebug,Classic vector model,2,7,0.5,0.14285714285714285
freebsd-libusb_global_include_file,Classic vector model,1839,13,0.0027188689505165853,0.38461538461538464
freebsd-onlret,Classic vector model,4,2,0.5,1.0
freebsd-inet6,Classic vector model,55,13,0.23636363636363636,1.0
freebsd-sprintf_char,Classic vector model,97,9,0.09278350515463918,1.0
freebsd-__freebsd__,Classic vector model,2484,2,0.00040257648953301127,0.5
freebsd-res_use_edns0,Classic vector model,2383,5,0.0,0.0
freebsd-inline_kernel_sindf,Classic vector model,323,2,0.0030959752321981426,0.5
freebsd-vtime,Classic vector model,13,2,0.15384615384615385,1.0
freebsd-__fenv_static,Classic vector model,56,7,0.125,1.0
freebsd-netidlen,Classic vector model,2,2,1.0,1.0
freebsd-ns_caching,Classic vector model,2395,12,0.0012526096033402922,0.25
freebsd-__sse__,Classic vector model,496,2,0.004032258064516129,1.0
freebsd-with_ssl,Classic vector model,2240,4,0.0008928571428571428,0.5
freebsd-have_stropts_h,Classic vector model,418,2,0.0023923444976076554,0.5
freebsd-vkill2,Classic vector model,2,2,1.0,1.0
freebsd-no_compat7,Classic vector model,2412,2,0.0008291873963515755,1.0
freebsd-shell,Classic vector model,76,3,0.039473684210526314,1.0
freebsd-hid_compat7,Classic vector model,66,3,0.045454545454545456,1.0
freebsd-vpage,Classic vector model,2,2,1.0,1.0
freebsd-_signal_h_,Classic vector model,215,2,0.009302325581395349,1.0
freebsd-float128,Classic vector model,17,16,0.9411764705882353,1.0
freebsd-vswtch,Classic vector model,2,2,1.0,1.0
freebsd-test,Classic vector model,291,4,0.013745704467353952,1.0
freebsd-lint,Classic vector model,525,116,0.2057142857142857,0.9310344827586207
freebsd-_sys_fcntl_h_,Classic vector model,1901,2,0.0005260389268805891,0.5
freebsd-struct_return,Classic vector model,2,3,1.0,0.6666666666666666
freebsd-__lp64__,Classic vector model,5,3,0.0,0.0
freebsd-clnt_debug,Classic vector model,197,2,0.01015228426395939,1.0
freebsd-yp,Classic vector model,1292,18,0.01393188854489164,1.0
freebsd-_standalone,Classic vector model,6,2,0.0,0.0
freebsd-vsusp,Classic vector model,3,2,0.6666666666666666,1.0
freebsd-veol,Classic vector model,3,2,0.6666666666666666,1.0
freebsd-sdebug,Classic vector model,1,2,1.0,0.5
freebsd-softfloat_for_gcc,Classic vector model,122,14,0.11475409836065574,1.0
freebsd-or,Classic vector model,2462,2,0.0008123476848090983,1.0
freebsd-max,Classic vector model,776,3,0.003865979381443299,1.0
freebsd-dt_dir,Classic vector model,2092,3,0.0,0.0
freebsd-_libc,Classic vector model,601,13,0.004991680532445923,0.23076923076923078
freebsd-vlnext,Classic vector model,3,2,0.6666666666666666,1.0
freebsd-use_utab,Classic vector model,2324,2,0.0,0.0
freebsd-flusho,Classic vector model,14,2,0.14285714285714285,1.0
freebsd-vdsusp,Classic vector model,3,2,0.6666666666666666,1.0
freebsd-ctassert,Classic vector model,3,3,1.0,1.0
freebsd-statistics,Classic vector model,19,6,0.10526315789473684,0.3333333333333333
freebsd-vi_move,Classic vector model,2139,2,0.0004675081813931744,0.5
freebsd-_fenv_h_,Classic vector model,56,8,0.14285714285714285,1.0
freebsd-widechar,Classic vector model,5,14,0.2,0.07142857142857142
freebsd-kshvi,Classic vector model,3,3,0.6666666666666666,0.6666666666666666
freebsd-softfloat,Classic vector model,62,3,0.04838709677419355,1.0
freebsd-__extensions__,Classic vector model,12,3,0.25,1.0
freebsd-_pthread_forced_unwind,Classic vector model,168,5,0.011904761904761904,0.4
freebsd-fts_whiteout,Classic vector model,29,4,0.034482758620689655,0.25
freebsd-_nvlist_t_declared,Classic vector model,42,2,0.047619047619047616,1.0
freebsd-hesiod,Classic vector model,8,3,0.375,1.0
freebsd-cmplxl,Classic vector model,12,2,0.16666666666666666,1.0
freebsd-weak_refs,Classic vector model,283,5,0.0176678445229682,1.0
freebsd-has_inet6_structs,Classic vector model,461,2,0.004338394793926247,1.0
freebsd-_gnu_source,Classic vector model,2143,3,0.0,0.0
freebsd-things,Classic vector model,57,2,0.03508771929824561,1.0
freebsd-solaris2,Classic vector model,2,2,1.0,1.0
freebsd-need,Classic vector model,373,2,0.002680965147453083,0.5
freebsd-purify,Classic vector model,1,3,1.0,0.3333333333333333
freebsd-colorls,Classic vector model,3,5,0.6666666666666666,0.4
freebsd-_pthread_md_h_,Classic vector model,422,8,0.018957345971563982,1.0
freebsd-__gnuc__,Classic vector model,3,2,0.3333333333333333,0.5
freebsd-fts_get_clientptr,Classic vector model,1313,2,0.0015232292460015233,1.0
freebsd-provides,Classic vector model,19,2,0.0,0.0
freebsd-inline_kernel_tandf,Classic vector model,323,2,0.0030959752321981426,0.5
freebsd-pic,Classic vector model,56,14,0.14285714285714285,0.5714285714285714
freebsd-vpgoff,Classic vector model,2,2,1.0,1.0
freebsd-vmin,Classic vector model,11,2,0.18181818181818182,1.0
freebsd-vstop,Classic vector model,4,2,0.5,1.0
freebsd-vwerase,Classic vector model,3,2,0.6666666666666666,1.0
freebsd-use_poll,Classic vector model,2321,2,0.00043084877208099956,0.5
freebsd-have_efficient_irint,Classic vector model,435,3,0.006896551724137931,1.0
freebsd-_freefall_config,Classic vector model,147,2,0.006802721088435374,0.5
freebsd-vreprint,Classic vector model,3,2,0.6666666666666666,1.0
freebsd-vkill,Classic vector model,4,2,0.5,1.0
freebsd-have_casper,Classic vector model,440,6,0.013636363636363636,1.0
freebsd-with_casper,Classic vector model,2249,7,0.0,0.0
freebsd-doesn,Classic vector model,132,2,0.0,0.0
freebsd-debug,Classic vector model,142,54,0.1619718309859155,0.42592592592592593
freebsd-inline_rem_pio2,Classic vector model,2153,2,0.00046446818392940084,0.5
freebsd-inline_kernel_cosdf,Classic vector model,323,2,0.0030959752321981426,0.5
freebsd-_tandem_source,Classic vector model,2111,3,0.0,0.0
freebsd-extproc,Classic vector model,4,2,0.5,1.0
freebsd-__blocks__,Classic vector model,44,3,0.022727272727272728,0.3333333333333333
freebsd-veof,Classic vector model,5,2,0.4,1.0
freebsd-noproto,Classic vector model,3,2,0.0,0.0
freebsd-__amd64__,Classic vector model,24,5,0.20833333333333334,1.0
freebsd-no_struct_return,Classic vector model,2415,2,0.0008281573498964803,1.0
freebsd-have_sa_len,Classic vector model,1407,3,0.0021321961620469083,1.0
freebsd-iexten,BM25,6,2,0.3333333333333333,1.0
freebsd-net2_regex,BM25,35,2,0.05714285714285714,1.0
freebsd-__libc_isthreaded_declared,BM25,603,2,0.003316749585406302,1.0
freebsd-vtime,BM25,13,2,0.15384615384615385,1.0
freebsd-vintr,BM25,4,2,0.5,1.0
freebsd-__fenv_static,BM25,56,7,0.125,1.0
freebsd-netidlen,BM25,2,2,1.0,1.0
freebsd-veol,BM25,3,2,0.6666666666666666,1.0
freebsd-ns_caching,BM25,19,12,0.47368421052631576,0.75
freebsd-__sse__,BM25,481,2,0.004158004158004158,1.0
freebsd-with_ssl,BM25,36,4,0.1111111111111111,1.0
freebsd-have_stropts_h,BM25,414,2,0.004830917874396135,1.0
freebsd-float64_demangle,BM25,32,2,0.0625,1.0
freebsd-lint,BM25,500,116,0.19,0.8189655172413793
freebsd-no_compat7,BM25,3,2,0.0,0.0
freebsd-verase2,BM25,3,2,0.6666666666666666,1.0
freebsd-vdiscard,BM25,3,2,0.6666666666666666,1.0
freebsd-vreprint,BM25,3,2,0.6666666666666666,1.0
freebsd-struct_return,BM25,2,3,1.0,0.6666666666666666
freebsd-vdswtch,BM25,2,2,1.0,1.0
freebsd-_size_t_declared,BM25,1276,2,0.001567398119122257,1.0
freebsd-i_am_scandir_b,BM25,3,2,0.6666666666666666,1.0
freebsd-__sparc64__,BM25,10,2,0.2,1.0
freebsd-vpage,BM25,2,2,1.0,1.0
freebsd-portmap,BM25,7,6,0.8571428571428571,1.0
freebsd-vkill,BM25,4,2,0.5,1.0
freebsd-float128,BM25,17,16,0.9411764705882353,1.0
freebsd-vkill2,BM25,2,2,1.0,1.0
freebsd-vswtch,BM25,2,2,1.0,1.0
freebsd-_posix_pthread_semantics,BM25,306,3,0.00980392156862745,1.0
freebsd-notdef,BM25,1,17,1.0,0.058823529411764705
freebsd-parenb,BM25,6,2,0.3333333333333333,1.0
freebsd-have_config_h,BM25,487,2,0.004106776180698152,1.0
freebsd-inline_kernel_cosdf,BM25,323,2,0.006191950464396285,1.0
freebsd-_sys_fcntl_h_,BM25,208,2,0.009615384615384616,1.0
freebsd-vstop,BM25,4,2,0.5,1.0
freebsd-test,BM25,289,4,0.01384083044982699,1.0
freebsd-debug_edit,BM25,211,4,0.018957345971563982,1.0
freebsd-__lp64__,BM25,5,3,0.0,0.0
freebsd-maxhostnamelen,BM25,33,2,0.06060606060606061,1.0
freebsd-redebug,BM25,1,4,1.0,0.25
freebsd-_scalb_int,BM25,22,2,0.09090909090909091,1.0
freebsd-_stdio_h_,BM25,678,2,0.0,0.0
freebsd-yp,BM25,1168,18,0.015410958904109588,1.0
freebsd-_standalone,BM25,6,2,0.0,0.0
freebsd-_libc_private_h_,BM25,975,2,0.0020512820512820513,1.0
freebsd-notyet,BM25,1,15,1.0,0.06666666666666667
freebsd-kshvi,BM25,3,3,0.6666666666666666,0.6666666666666666
freebsd-__arm_pcs_vfp,BM25,174,5,0.028735632183908046,1.0
freebsd-sdebug,BM25,1,2,1.0,0.5
freebsd-undef,BM25,172,2,0.011627906976744186,1.0
freebsd-softfloat_for_gcc,BM25,121,14,0.11570247933884298,1.0
freebsd-__arm__,BM25,68,4,0.058823529411764705,1.0
freebsd-__mips_n64,BM25,18,2,0.1111111111111111,1.0
freebsd-max,BM25,763,3,0.003931847968545216,1.0
freebsd-diagnostic,BM25,6,3,0.0,0.0
freebsd-dt_dir,BM25,302,3,0.009933774834437087,1.0
freebsd-_libc,BM25,586,13,0.005119453924914676,0.23076923076923078
freebsd-floatx80,BM25,14,13,0.9285714285714286,1.0
freebsd-gcc,BM25,106,2,0.018867924528301886,1.0
freebsd-_tandem_source,BM25,4,3,0.75,1.0
freebsd-use_utab,BM25,29,2,0.06896551724137931,1.0
freebsd-no_history,BM25,26,7,0.11538461538461539,0.42857142857142855
freebsd-arm_tp_address,BM25,833,2,0.0024009603841536613,1.0
freebsd-purify,BM25,1,3,1.0,0.3333333333333333
freebsd-flusho,BM25,14,2,0.14285714285714285,1.0
freebsd-vdsusp,BM25,3,2,0.6666666666666666,1.0
freebsd-type,BM25,1120,2,0.0017857142857142857,1.0
freebsd-debug,BM25,142,54,0.1619718309859155,0.42592592592592593
freebsd-__rcsid,BM25,105,2,0.01904761904761905,1.0
freebsd-_soft_float,BM25,1,19,0.0,0.0
freebsd-statistics,BM25,19,6,0.10526315789473684,0.3333333333333333
freebsd-extproc,BM25,4,2,0.5,1.0
freebsd-__gnuc_gnu_inline__,BM25,287,8,0.027874564459930314,1.0
freebsd-widechar,BM25,5,14,0.2,0.07142857142857142
freebsd-pic,BM25,56,14,0.14285714285714285,0.5714285714285714
freebsd-inline_rem_pio2,BM25,206,2,0.009708737864077669,1.0
freebsd-__mips__,BM25,16,2,0.125,1.0
freebsd-softfloat,BM25,62,3,0.04838709677419355,1.0
freebsd-echoctl,BM25,5,2,0.4,1.0
freebsd-__extensions__,BM25,12,3,0.25,1.0
freebsd-hash_statistics,BM25,132,4,0.030303030303030304,1.0
freebsd-vstart,BM25,4,2,0.5,1.0
freebsd-__powerpc64__,BM25,1,2,1.0,0.5
freebsd-resolvsort,BM25,5,3,0.6,1.0
freebsd-des,BM25,636,2,0.0031446540880503146,1.0
freebsd-vquit,BM25,3,2,0.6666666666666666,1.0
freebsd-inline_kernel_sindf,BM25,323,2,0.006191950464396285,1.0
freebsd-hesiod,BM25,8,3,0.375,1.0
freebsd-bits64,BM25,10,6,0.6,1.0
freebsd-hid_compat7,BM25,66,3,0.045454545454545456,1.0
freebsd-cmplxl,BM25,12,2,0.16666666666666666,1.0
freebsd-weak_refs,BM25,282,5,0.01773049645390071,1.0
freebsd-_pthread_forced_unwind,BM25,171,5,0.029239766081871343,1.0
freebsd-_gnu_source,BM25,117,3,0.02564102564102564,1.0
freebsd-_fenv_h_,BM25,56,8,0.14285714285714285,1.0
freebsd-things,BM25,56,2,0.017857142857142856,0.5
freebsd-solaris2,BM25,2,2,1.0,1.0
freebsd-__linux__,BM25,19,2,0.10526315789473684,1.0
freebsd-vlnext,BM25,3,2,0.6666666666666666,1.0
freebsd-provides,BM25,19,2,0.0,0.0
freebsd-with_casper,BM25,24,7,0.2916666666666667,1.0
freebsd-_kernel,BM25,159,5,0.006289308176100629,0.2
freebsd-clnt_debug,BM25,197,2,0.01015228426395939,1.0
freebsd-inline_rem_pio2f,BM25,194,2,0.010309278350515464,1.0
freebsd-have_casper,BM25,435,6,0.013793103448275862,1.0
freebsd-__weak_alias,BM25,331,22,0.06646525679758308,1.0
freebsd-__aarch64__,BM25,6,2,0.3333333333333333,1.0
freebsd-fpu_debug,BM25,212,4,0.018867924528301886,1.0
freebsd-shell,BM25,76,3,0.039473684210526314,1.0
freebsd-vstatus,BM25,4,2,0.5,1.0
freebsd-_pthread_md_h_,BM25,421,8,0.019002375296912115,1.0
freebsd-__gnuc__,BM25,3,2,0.3333333333333333,0.5
freebsd-doesn,BM25,132,2,0.0,0.0
freebsd-fts_get_clientptr,BM25,1216,2,0.001644736842105263,1.0
freebsd-min,BM25,592,5,0.008445945945945946,1.0
freebsd-colorls,BM25,3,5,0.6666666666666666,0.4
freebsd-inline_kernel_tandf,BM25,323,2,0.006191950464396285,1.0
freebsd-__i386__,BM25,47,37,0.2127659574468085,0.2702702702702703
freebsd-__no_tls,BM25,49,5,0.04081632653061224,0.4
freebsd-_freefall_config,BM25,146,2,0.00684931506849315,0.5
freebsd-float64_mangle,BM25,38,2,0.05263157894736842,1.0
freebsd-vpgoff,BM25,2,2,1.0,1.0
freebsd-verase,BM25,4,2,0.5,1.0
freebsd-vmin,BM25,11,2,0.18181818181818182,1.0
freebsd-__mips_soft_float,BM25,16,3,0.0625,0.3333333333333333
freebsd-vwerase,BM25,3,2,0.6666666666666666,1.0
freebsd-use_poll,BM25,44,2,0.045454545454545456,1.0
freebsd-has_inet6_structs,BM25,460,2,0.004347826086956522,1.0
freebsd-fenv_mangle,BM25,72,2,0.027777777777777776,1.0
freebsd-need,BM25,368,2,0.0,0.0
freebsd-have_efficient_irint,BM25,436,3,0.006880733944954129,1.0
freebsd-_pax_,BM25,21,2,0.09523809523809523,1.0
freebsd-__amd64__,BM25,24,5,0.20833333333333334,1.0
freebsd-ldbl_implicit_nbit,BM25,119,9,0.07563025210084033,1.0
freebsd-_md5_h_,BM25,19,2,0.10526315789473684,1.0
freebsd-_all_source,BM25,4,4,1.0,1.0
freebsd-fts_get_stream,BM25,1236,2,0.0016181229773462784,1.0
freebsd-veol2,BM25,3,2,0.6666666666666666,1.0
freebsd-compat_32bit,BM25,171,2,0.011695906432748537,1.0
freebsd-_signal_h_,BM25,215,2,0.009302325581395349,1.0
freebsd-__cplusplus,BM25,3,14,0.3333333333333333,0.07142857142857142
freebsd-_path_gss_mech,BM25,397,2,0.005037783375314861,1.0
freebsd-ctassert,BM25,3,3,1.0,1.0
freebsd-onlcr,BM25,6,2,0.3333333333333333,1.0
freebsd-_complex_h,BM25,47,3,0.06382978723404255,1.0
freebsd-net2_stat,BM25,1032,8,0.006782945736434108,0.875
freebsd-mem_chk,BM25,716,2,0.002793296089385475,1.0
freebsd-vsusp,BM25,3,2,0.6666666666666666,1.0
freebsd-have_sa_len,BM25,1487,3,0.0020174848688634837,1.0
freebsd-_darwin_use_64_bit_inode,BM25,702,3,0.004273504273504274,1.0
freebsd-noid,BM25,4,2,0.5,1.0
freebsd-no_floating_point,BM25,472,9,0.019067796610169493,1.0
freebsd-fpu_shl1_by_add,BM25,849,2,0.002355712603062426,1.0
freebsd-fts_whiteout,BM25,33,4,0.12121212121212122,1.0
freebsd-vi_move,BM25,269,2,0.007434944237918215,1.0
freebsd-locale_debug,BM25,349,3,0.008595988538681949,1.0
freebsd-__blocks__,BM25,44,3,0.022727272727272728,0.3333333333333333
freebsd-backwards,BM25,33,3,0.030303030303030304,0.3333333333333333
freebsd-ndebug,BM25,2,7,0.5,0.14285714285714285
freebsd-veof,BM25,5,2,0.4,1.0
freebsd-libusb_global_include_file,BM25,852,13,0.015258215962441314,1.0
freebsd-onlret,BM25,4,2,0.5,1.0
freebsd-noproto,BM25,3,2,0.0,0.0
freebsd-inet6,BM25,55,13,0.23636363636363636,1.0
freebsd-sprintf_char,BM25,97,9,0.09278350515463918,1.0
freebsd-_nvlist_t_declared,BM25,42,2,0.047619047619047616,1.0
freebsd-__freebsd__,BM25,3,2,0.3333333333333333,0.5
freebsd-res_use_edns0,BM25,7,5,0.7142857142857143,1.0
freebsd-iexten,Extended boolean,6,2,0.3333333333333333,1.0
freebsd-net2_regex,Extended boolean,35,2,0.05714285714285714,1.0
freebsd-vstatus,Extended boolean,4,2,0.5,1.0
freebsd-vtime,Extended boolean,13,2,0.15384615384615385,1.0
freebsd-vintr,Extended boolean,4,2,0.5,1.0
freebsd-netidlen,Extended boolean,2,2,1.0,1.0
freebsd-__rcsid,Extended boolean,58,2,0.034482758620689655,1.0
freebsd-have_stropts_h,Extended boolean,1,2,1.0,0.5
freebsd-bits64,Extended boolean,10,6,0.6,1.0
freebsd-verase2,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-vdiscard,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-floatx80,Extended boolean,14,13,0.9285714285714286,1.0
freebsd-vdswtch,Extended boolean,2,2,1.0,1.0
freebsd-_size_t_declared,Extended boolean,5,2,0.0,0.0
freebsd-i_am_scandir_b,Extended boolean,1,2,0.0,0.0
freebsd-__sparc64__,Extended boolean,11,2,0.18181818181818182,1.0
freebsd-vpage,Extended boolean,2,2,1.0,1.0
freebsd-portmap,Extended boolean,7,6,0.8571428571428571,1.0
freebsd-vkill,Extended boolean,4,2,0.5,1.0
freebsd-float128,Extended boolean,17,16,0.9411764705882353,1.0
freebsd-vkill2,Extended boolean,2,2,1.0,1.0
freebsd-vswtch,Extended boolean,2,2,1.0,1.0
freebsd-notdef,Extended boolean,1,17,1.0,0.058823529411764705
freebsd-parenb,Extended boolean,6,2,0.3333333333333333,1.0
freebsd-struct_return,Extended boolean,2,3,1.0,0.6666666666666666
freebsd-__lp64__,Extended boolean,5,3,0.0,0.0
freebsd-maxhostnamelen,Extended boolean,33,2,0.06060606060606061,1.0
freebsd-vlnext,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-_scalb_int,Extended boolean,22,2,0.09090909090909091,1.0
freebsd-weak_refs,Extended boolean,9,5,0.0,0.0
freebsd-_standalone,Extended boolean,6,2,0.0,0.0
freebsd-veol,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-__arm_pcs_vfp,Extended boolean,1,5,1.0,0.2
freebsd-sdebug,Extended boolean,1,2,1.0,0.5
freebsd-__arm__,Extended boolean,4,4,0.25,0.25
freebsd-__mips_n64,Extended boolean,18,2,0.1111111111111111,1.0
freebsd-extproc,Extended boolean,4,2,0.5,1.0
freebsd-diagnostic,Extended boolean,6,3,0.0,0.0
freebsd-redebug,Extended boolean,1,4,1.0,0.25
freebsd-no_history,Extended boolean,10,7,0.1,0.14285714285714285
freebsd-arm_tp_address,Extended boolean,1,2,1.0,0.5
freebsd-flusho,Extended boolean,14,2,0.14285714285714285,1.0
freebsd-vdsusp,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-ctassert,Extended boolean,3,3,1.0,1.0
freebsd-statistics,Extended boolean,19,6,0.10526315789473684,0.3333333333333333
freebsd-widechar,Extended boolean,5,14,0.2,0.07142857142857142
freebsd-float64_demangle,Extended boolean,10,2,0.0,0.0
freebsd-echoctl,Extended boolean,5,2,0.4,1.0
freebsd-__extensions__,Extended boolean,12,3,0.25,1.0
freebsd-hash_statistics,Extended boolean,15,4,0.0,0.0
freebsd-vstart,Extended boolean,4,2,0.5,1.0
freebsd-_pthread_forced_unwind,Extended boolean,17,5,0.058823529411764705,0.2
freebsd-resolvsort,Extended boolean,5,3,0.6,1.0
freebsd-_tandem_source,Extended boolean,1,3,0.0,0.0
freebsd-_nvlist_t_declared,Extended boolean,42,2,0.047619047619047616,1.0
freebsd-inline_kernel_sindf,Extended boolean,1,2,1.0,0.5
freebsd-inline_kernel_cosdf,Extended boolean,3,2,0.3333333333333333,0.5
freebsd-hesiod,Extended boolean,8,3,0.375,1.0
freebsd-hid_compat7,Extended boolean,2,3,1.0,0.6666666666666666
freebsd-cmplxl,Extended boolean,12,2,0.16666666666666666,1.0
freebsd-vstop,Extended boolean,4,2,0.5,1.0
freebsd-has_inet6_structs,Extended boolean,2,2,0.0,0.0
freebsd-solaris2,Extended boolean,2,2,1.0,1.0
freebsd-__linux__,Extended boolean,19,2,0.10526315789473684,1.0
freebsd-_kernel,Extended boolean,39,5,0.0,0.0
freebsd-inline_rem_pio2f,Extended boolean,4,2,0.0,0.0
freebsd-have_casper,Extended boolean,24,6,0.25,1.0
freebsd-__weak_alias,Extended boolean,22,22,1.0,1.0
freebsd-__aarch64__,Extended boolean,6,2,0.3333333333333333,1.0
freebsd-__libc_isthreaded_declared,Extended boolean,1,2,0.0,0.0
freebsd-__gnuc__,Extended boolean,3,2,0.3333333333333333,0.5
freebsd-kshvi,Extended boolean,3,3,0.6666666666666666,0.6666666666666666
freebsd-provides,Extended boolean,19,2,0.0,0.0
freebsd-inline_kernel_tandf,Extended boolean,2,2,0.5,0.5
freebsd-__i386__,Extended boolean,47,37,0.2127659574468085,0.2702702702702703
freebsd-float64_mangle,Extended boolean,18,2,0.0,0.0
freebsd-vpgoff,Extended boolean,2,2,1.0,1.0
freebsd-verase,Extended boolean,4,2,0.5,1.0
freebsd-vmin,Extended boolean,11,2,0.18181818181818182,1.0
freebsd-__mips_soft_float,Extended boolean,6,3,0.0,0.0
freebsd-vwerase,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-fenv_mangle,Extended boolean,19,2,0.05263157894736842,0.5
freebsd-have_efficient_irint,Extended boolean,7,3,0.42857142857142855,1.0
freebsd-_pax_,Extended boolean,21,2,0.09523809523809523,1.0
freebsd-_md5_h_,Extended boolean,19,2,0.10526315789473684,1.0
freebsd-vreprint,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-veol2,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-compat_32bit,Extended boolean,1,2,0.0,0.0
freebsd-purify,Extended boolean,1,3,1.0,0.3333333333333333
freebsd-__cplusplus,Extended boolean,3,14,0.3333333333333333,0.07142857142857142
freebsd-with_casper,Extended boolean,6,7,0.16666666666666666,0.14285714285714285
freebsd-onlcr,Extended boolean,6,2,0.3333333333333333,1.0
freebsd-_complex_h,Extended boolean,47,3,0.06382978723404255,1.0
freebsd-net2_stat,Extended boolean,1,8,0.0,0.0
freebsd-vsusp,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-noid,Extended boolean,4,2,0.5,1.0
freebsd-__powerpc64__,Extended boolean,1,2,1.0,0.5
freebsd-fts_whiteout,Extended boolean,1,4,0.0,0.0
freebsd-colorls,Extended boolean,3,5,0.6666666666666666,0.4
freebsd-__blocks__,Extended boolean,44,3,0.022727272727272728,0.3333333333333333
freebsd-backwards,Extended boolean,33,3,0.030303030303030304,0.3333333333333333
freebsd-ndebug,Extended boolean,2,7,0.5,0.14285714285714285
freebsd-veof,Extended boolean,5,2,0.4,1.0
freebsd-notyet,Extended boolean,1,15,1.0,0.06666666666666667
freebsd-onlret,Extended boolean,4,2,0.5,1.0
freebsd-noproto,Extended boolean,3,2,0.0,0.0
freebsd-__amd64__,Extended boolean,24,5,0.20833333333333334,1.0
freebsd-__mips__,Extended boolean,16,2,0.125,1.0
freebsd-vquit,Extended boolean,3,2,0.6666666666666666,1.0
freebsd-iexten,Neural networks,6,2,0.3333333333333333,1.0
freebsd-vstatus,Neural networks,4,2,0.5,1.0
freebsd-vtime,Neural networks,13,2,0.15384615384615385,1.0
freebsd-vintr,Neural networks,4,2,0.5,1.0
freebsd-__fenv_static,Neural networks,48,7,0.0,0.0
freebsd-netidlen,Neural networks,2,2,1.0,1.0
freebsd-with_ssl,Neural networks,1,4,0.0,0.0
freebsd-bits64,Neural networks,10,6,0.6,1.0
freebsd-verase2,Neural networks,3,2,0.6666666666666666,1.0
freebsd-vdiscard,Neural networks,3,2,0.6666666666666666,1.0
freebsd-floatx80,Neural networks,14,13,0.9285714285714286,1.0
freebsd-vdswtch,Neural networks,2,2,1.0,1.0
freebsd-_size_t_declared,Neural networks,5,2,0.0,0.0
freebsd-i_am_scandir_b,Neural networks,3,2,0.6666666666666666,1.0
freebsd-__sparc64__,Neural networks,11,2,0.18181818181818182,1.0
freebsd-vpage,Neural networks,2,2,1.0,1.0
freebsd-portmap,Neural networks,7,6,0.8571428571428571,1.0
freebsd-vkill,Neural networks,4,2,0.5,1.0
freebsd-float128,Neural networks,17,16,0.9411764705882353,1.0
freebsd-vkill2,Neural networks,2,2,1.0,1.0
freebsd-vswtch,Neural networks,2,2,1.0,1.0
freebsd-notdef,Neural networks,1,17,1.0,0.058823529411764705
freebsd-parenb,Neural networks,6,2,0.3333333333333333,1.0
freebsd-struct_return,Neural networks,2,3,1.0,0.6666666666666666
freebsd-__lp64__,Neural networks,5,3,0.0,0.0
freebsd-maxhostnamelen,Neural networks,33,2,0.06060606060606061,1.0
freebsd-vlnext,Neural networks,3,2,0.6666666666666666,1.0
freebsd-_scalb_int,Neural networks,22,2,0.09090909090909091,1.0
freebsd-weak_refs,Neural networks,8,5,0.0,0.0
freebsd-_standalone,Neural networks,6,2,0.0,0.0
freebsd-veol,Neural networks,3,2,0.6666666666666666,1.0
freebsd-sdebug,Neural networks,1,2,1.0,0.5
freebsd-__arm__,Neural networks,64,4,0.046875,0.75
freebsd-__mips_n64,Neural networks,17,2,0.058823529411764705,0.5
freebsd-extproc,Neural networks,4,2,0.5,1.0
freebsd-diagnostic,Neural networks,6,3,0.0,0.0
freebsd-redebug,Neural networks,1,4,1.0,0.25
