projectandfeature,methodname,totaltraces,truetraces,precision,recall
netbsd-sys_no_restart,BM25,44,2,0.045454545454545456,1.0
netbsd-vintr,BM25,7,2,0.2857142857142857,1.0
netbsd-__arraycount,BM25,51,2,0.0392156862745098,1.0
netbsd-fuse_bufsize,BM25,101,2,0.019801980198019802,1.0
netbsd-tiocgltc,BM25,3,3,1.0,1.0
netbsd-portmap,BM25,6,6,0.6666666666666666,0.6666666666666666
netbsd-jobs,BM25,35,6,0.17142857142857143,1.0
netbsd-nlist_elf32,BM25,41,2,0.04878048780487805,1.0
netbsd-short_strings,BM25,120,8,0.058333333333333334,0.875
netbsd-rump_action,BM25,308,9,0.016233766233766232,0.5555555555555556
netbsd-_posix_pthread_semantics,BM25,232,2,0.008620689655172414,1.0
netbsd-notdef,BM25,18,48,1.0,0.375
netbsd-pthread__atomic_is_membar,BM25,94,2,0.02127659574468085,1.0
netbsd-no_leftright,BM25,3,2,0.6666666666666666,1.0
netbsd-__have_fenv,BM25,496,4,0.008064516129032258,1.0
netbsd-enosr,BM25,2,2,1.0,1.0
netbsd-encryption,BM25,16,8,0.5,1.0
netbsd-exceptions_with_softfloat,BM25,124,3,0.024193548387096774,1.0
netbsd-vlnext,BM25,6,3,0.5,1.0
netbsd-_scalb_int,BM25,29,4,0.13793103448275862,1.0
netbsd-no_string_h,BM25,880,5,0.005681818181818182,1.0
netbsd-use_kqueue,BM25,11,2,0.18181818181818182,1.0
netbsd-infnan_check,BM25,432,3,0.006944444444444444,1.0
netbsd-enolink,BM25,2,2,1.0,1.0
netbsd-rnd_prodquot,BM25,74,3,0.013513513513513514,0.3333333333333333
netbsd-charbits,BM25,2,2,1.0,1.0
netbsd-wide_double,BM25,63,2,0.015873015873015872,0.5
netbsd-notyet,BM25,2,13,0.5,0.07692307692307693
netbsd-filec,BM25,17,7,0.4117647058823529,1.0
netbsd-cpu_booted_kernel,BM25,272,2,0.007352941176470588,1.0
netbsd-stype,BM25,47,2,0.0425531914893617,1.0
netbsd-krb5,BM25,5,3,0.2,0.3333333333333333
netbsd-multiple_threads,BM25,97,5,0.041237113402061855,0.8
netbsd-check_flt_rounds,BM25,434,3,0.0069124423963133645,1.0
netbsd-redebug,BM25,1,4,1.0,0.25
netbsd-floatx80,BM25,16,15,0.9375,1.0
netbsd-gcc,BM25,171,2,0.011695906432748537,1.0
netbsd-_group_compat,BM25,429,2,0.004662004662004662,1.0
netbsd-nbchar_max,BM25,744,3,0.004032258064516129,1.0
netbsd-rlimit_data,BM25,16,2,0.125,1.0
netbsd-old_tty_driver,BM25,571,2,0.0035026269702276708,1.0
netbsd-_netbsd_source,BM25,7,2,0.2857142857142857,1.0
netbsd-o_nonblock,BM25,27,2,0.07407407407407407,1.0
netbsd-eisdir,BM25,12,2,0.16666666666666666,1.0
netbsd-with_ssl,BM25,19,3,0.15789473684210525,1.0
netbsd-small,BM25,100,14,0.05,0.35714285714285715
netbsd-have_stropts_h,BM25,460,2,0.004347826086956522,1.0
netbsd-brace_expand,BM25,104,4,0.038461538461538464,1.0
netbsd-authentication,BM25,33,4,0.09090909090909091,0.75
netbsd-tm_gmtoff,BM25,462,4,0.008658008658008658,1.0
netbsd-dirs_use_file,BM25,788,2,0.0025380710659898475,1.0
netbsd-edquot,BM25,6,3,0.5,1.0
netbsd-__lint__,BM25,1061,9,0.006597549481621112,0.7777777777777778
netbsd-echoctl,BM25,7,2,0.2857142857142857,1.0
netbsd-estale,BM25,4,2,0.5,1.0
netbsd-sigxfsz,BM25,7,2,0.2857142857142857,1.0
netbsd-__netbsd__,BM25,9,13,0.6666666666666666,0.46153846153846156
netbsd-des,BM25,619,2,0.0032310177705977385,1.0
netbsd-vquit,BM25,6,2,0.3333333333333333,1.0
netbsd-ieee_little_endian,BM25,507,14,0.027613412228796843,1.0
netbsd-rlimit_nthr,BM25,19,2,0.10526315789473684,1.0
netbsd-bsd4_4,BM25,3,7,0.6666666666666666,0.2857142857142857
netbsd-__infinity,BM25,82,3,0.036585365853658534,1.0
netbsd-prefix,BM25,116,2,0.017241379310344827,1.0
netbsd-honor_flt_rounds,BM25,78,17,0.20512820512820512,0.9411764705882353
netbsd-tiocsti,BM25,3,2,0.6666666666666666,1.0
netbsd-verase2,BM25,2,2,1.0,1.0
netbsd-priumax,BM25,4,2,0.5,1.0
netbsd-emacs,BM25,26,6,0.19230769230769232,0.8333333333333334
netbsd-f_closem,BM25,8,3,0.375,1.0
netbsd-__linux__,BM25,17,3,0.058823529411764705,0.3333333333333333
netbsd-o_cloexec,BM25,37,4,0.10810810810810811,1.0
netbsd-support_rmt,BM25,386,2,0.0051813471502590676,1.0
netbsd-_posix_vdisable,BM25,139,2,0.014388489208633094,1.0
netbsd-emfile,BM25,11,2,0.18181818181818182,1.0
netbsd-log_auth,BM25,987,2,0.002026342451874367,1.0
netbsd-epfnosupport,BM25,4,2,0.5,1.0
netbsd-set_inexact,BM25,1240,2,0.0016129032258064516,1.0
netbsd-hash_statistics,BM25,145,4,0.027586206896551724,1.0
netbsd-tiocgwinsz,BM25,12,2,0.16666666666666666,1.0
netbsd-__weak_alias,BM25,687,461,0.6710334788937409,1.0
netbsd-have_stdint_h,BM25,519,4,0.007707129094412331,1.0
netbsd-rlimit_core,BM25,74,2,0.02702702702702703,1.0
netbsd-vdswtch,BM25,2,2,1.0,1.0
netbsd-tm_zone,BM25,474,4,0.008438818565400843,1.0
netbsd-trust_flt_rounds,BM25,83,4,0.04819277108433735,1.0
netbsd-min,BM25,604,5,0.008278145695364239,1.0
netbsd-edit,BM25,107,12,0.102803738317757,0.9166666666666666
netbsd-kr_headers,BM25,142,43,0.014084507042253521,0.046511627906976744
netbsd-__i386__,BM25,19,5,0.05263157894736842,0.2
netbsd-set_float_exception_inexact_flag,BM25,1423,2,0.0014054813773717498,1.0
netbsd-solaris2,BM25,2,2,1.0,1.0
netbsd-verase,BM25,7,2,0.2857142857142857,1.0
netbsd-etimedout,BM25,12,2,0.16666666666666666,1.0
netbsd-__have_long_double,BM25,460,50,0.0391304347826087,0.36
netbsd-vax,BM25,56,5,0.05357142857142857,0.6
netbsd-sigwinch,BM25,17,3,0.17647058823529413,1.0
netbsd-vstart,BM25,5,2,0.4,1.0
netbsd-_pax_,BM25,21,3,0.14285714285714285,1.0
netbsd-ext_fraclmbits,BM25,1011,3,0.002967359050445104,1.0
netbsd-ldbl_implicit_nbit,BM25,107,9,0.07476635514018691,0.8888888888888888
netbsd-__machine_stack_grows_up,BM25,402,3,0.007462686567164179,1.0
netbsd-_all_source,BM25,10,2,0.2,1.0
netbsd-no_hex_fp,BM25,650,2,0.003076923076923077,1.0
netbsd-no_conv,BM25,385,4,0.01038961038961039,1.0
netbsd-__cplusplus,BM25,2,14,0.5,0.07142857142857142
netbsd-ksh_debug,BM25,191,3,0.015706806282722512,1.0
netbsd-res_private_h,BM25,512,2,0.00390625,1.0
netbsd-rlimit_nproc,BM25,29,2,0.06896551724137931,1.0
netbsd-pack_16,BM25,907,3,0.0033076074972436605,1.0
netbsd-mem_chk,BM25,692,2,0.002890173410404624,1.0
netbsd-perfuse_debug,BM25,134,4,0.029850746268656716,1.0
netbsd-__vax__,BM25,56,7,0.07142857142857142,0.5714285714285714
netbsd-veol2,BM25,4,2,0.5,1.0
netbsd-round_biased_without_round_up,BM25,359,2,0.005571030640668524,1.0
netbsd-_diagassert,BM25,424,4,0.009433962264150943,1.0
netbsd-_ieee_fp,BM25,868,2,0.002304147465437788,1.0
netbsd-rlimit_cpu,BM25,111,2,0.018018018018018018,1.0
netbsd-no_floating_point,BM25,433,3,0.006928406466512702,1.0
netbsd-nls,BM25,12,6,0.25,0.5
netbsd-fts_whiteout,BM25,41,2,0.04878048780487805,1.0
netbsd-float128,BM25,25,19,0.76,1.0
netbsd-errorcheck,BM25,7,4,0.0,0.0
netbsd-no_msgfmt,BM25,8,3,0.375,1.0
netbsd-backwards,BM25,36,3,0.027777777777777776,0.3333333333333333
netbsd-ndebug,BM25,3,6,0.6666666666666666,0.3333333333333333
netbsd-do_sharedvfork,BM25,2,4,1.0,0.5
netbsd-ullong,BM25,5,3,0.6,1.0
netbsd-eagain,BM25,25,2,0.08,1.0
netbsd-onlret,BM25,4,2,0.5,1.0
netbsd-ftsent_namelen_truncate,BM25,152,4,0.02631578947368421,1.0
netbsd-inet6,BM25,38,13,0.3157894736842105,0.9230769230769231
netbsd-sprintf_char,BM25,68,9,0.1323529411764706,1.0
netbsd-__freebsd__,BM25,182,39,0.21428571428571427,1.0
netbsd-_ieee_libm,BM25,450,51,0.11333333333333333,1.0
netbsd-res_use_edns0,BM25,7,6,0.8571428571428571,1.0
netbsd-sudden_underflow,BM25,77,10,0.025974025974025976,0.2
netbsd-std_inspired,BM25,1245,3,0.0024096385542168677,1.0
netbsd-ifdefs,BM25,4,4,0.0,0.0
netbsd-no_hex_nan,BM25,399,2,0.005012531328320802,1.0
netbsd-vtime,BM25,16,2,0.125,1.0
netbsd-mkinit,BM25,9,11,0.8888888888888888,0.7272727272727273
netbsd-__locale_t_declared,BM25,181,2,0.011049723756906077,1.0
netbsd-imprecise_inexact,BM25,86,2,0.023255813953488372,1.0
netbsd-weak_alias,BM25,687,7,0.010189228529839884,1.0
netbsd-history,BM25,55,7,0.12727272727272726,1.0
netbsd-no_errno,BM25,683,3,0.004392386530014641,1.0
netbsd-__rcsid,BM25,1529,3,0.001962066710268149,1.0
netbsd-_extern_h_,BM25,5,4,0.8,1.0
netbsd-vkill2,BM25,2,2,1.0,1.0
netbsd-eloop,BM25,11,2,0.18181818181818182,1.0
netbsd-__vfp_fp__,BM25,582,2,0.003436426116838488,1.0
netbsd-bogus_not_command,BM25,184,2,0.010869565217391304,1.0
netbsd-onlcr,BM25,7,2,0.2857142857142857,1.0
netbsd-eoverflow,BM25,14,2,0.14285714285714285,1.0
netbsd-sigchld,BM25,14,2,0.14285714285714285,1.0
netbsd-shell,BM25,119,3,0.025210084033613446,1.0
netbsd-parenb,BM25,8,2,0.25,1.0
netbsd-cachelinesize,BM25,2,2,1.0,1.0
netbsd-siginfo,BM25,38,2,0.05263157894736842,1.0
netbsd-vpage,BM25,2,2,1.0,1.0
netbsd-nlist_aout,BM25,43,3,0.06976744186046512,1.0
netbsd-vswtch,BM25,2,2,1.0,1.0
netbsd-rlimit_rss,BM25,26,3,0.11538461538461539,1.0
netbsd-_libm_declare,BM25,50,2,0.02,0.5
netbsd-lint,BM25,1060,302,0.1471698113207547,0.5165562913907285
netbsd-test,BM25,199,4,0.01507537688442211,0.75
netbsd-debug_edit,BM25,223,3,0.013452914798206279,1.0
netbsd-set_float_rounding_mode,BM25,1315,3,0.0022813688212927757,1.0
netbsd-sigxcpu,BM25,7,2,0.2857142857142857,1.0
netbsd-rlimit_swap,BM25,74,2,0.02702702702702703,1.0
netbsd-clnt_debug,BM25,173,2,0.011560693641618497,1.0
netbsd-__bind_nostatic,BM25,115,2,0.008695652173913044,0.5
netbsd-rlimit_vmem,BM25,16,2,0.125,1.0
netbsd-__elf__,BM25,116,3,0.008620689655172414,0.3333333333333333
netbsd-yp,BM25,1231,11,0.008123476848090982,0.9090909090909091
netbsd-sigtstp,BM25,20,3,0.15,1.0
netbsd-vsusp,BM25,5,2,0.4,1.0
netbsd-veol,BM25,6,2,0.3333333333333333,1.0
netbsd-sdebug,BM25,2,2,0.5,0.5
netbsd-softfloat_for_gcc,BM25,190,20,0.1,0.95
netbsd-have_clock_nanosleep,BM25,497,2,0.004024144869215292,1.0
netbsd-easy_history,BM25,82,3,0.036585365853658534,1.0
netbsd-max,BM25,744,3,0.004032258064516129,1.0
netbsd-_pthread_pshared,BM25,79,5,0.06329113924050633,1.0
netbsd-float64_mangle,BM25,47,2,0.0425531914893617,1.0
netbsd-_libc,BM25,910,21,0.008791208791208791,0.38095238095238093
netbsd-notused,BM25,5,3,0.4,0.6666666666666666
netbsd-xtabs,BM25,5,2,0.4,1.0
netbsd-have_nbtool_config_h,BM25,569,5,0.008787346221441126,1.0
netbsd-national,BM25,34,4,0.11764705882352941,1.0
netbsd-flusho,BM25,17,2,0.11764705882352941,1.0
netbsd-vdsusp,BM25,5,2,0.4,1.0
netbsd-ewouldblock,BM25,11,2,0.18181818181818182,1.0
netbsd-rlimit_sbsize,BM25,18,2,0.1111111111111111,1.0
netbsd-statistics,BM25,8,5,0.25,0.4
netbsd-o_append,BM25,111,2,0.018018018018018018,1.0
netbsd-vi_move,BM25,318,2,0.006289308176100629,1.0
netbsd-_path_bshell,BM25,326,3,0.009202453987730062,1.0
netbsd-des_encryption,BM25,623,2,0.0032102728731942215,1.0
netbsd-pack_32,BM25,864,8,0.006944444444444444,0.75
netbsd-kshvi,BM25,3,3,0.6666666666666666,0.6666666666666666
netbsd-softfloat,BM25,102,2,0.0196078431372549,1.0
netbsd-netbsd_inspired,BM25,10,2,0.2,1.0
netbsd-__extensions__,BM25,19,2,0.10526315789473684,1.0
netbsd-softfloatsparc64_for_gcc,BM25,171,2,0.005847953216374269,0.5
netbsd-inaccurate_divide,BM25,25,2,0.0,0.0
netbsd-__build_legacy,BM25,105,8,0.01904761904761905,0.25
netbsd-shared,BM25,59,5,0.03389830508474576,0.4
netbsd-extern_defined,BM25,227,3,0.013215859030837005,1.0
netbsd-__libc12_source__,BM25,95,21,0.0,0.0
netbsd-rescuedir,BM25,5,5,1.0,1.0
netbsd-altzone,BM25,4,3,0.75,1.0
netbsd-__svr4,BM25,6,3,0.0,0.0
netbsd-s_islnk,BM25,17,5,0.29411764705882354,1.0
netbsd-bits64,BM25,12,8,0.6666666666666666,1.0
netbsd-has_inet6_structs,BM25,465,2,0.004301075268817204,1.0
netbsd-_fortify_source,BM25,1,5,0.0,0.0
netbsd-_gnu_source,BM25,133,2,0.015037593984962405,1.0
netbsd-sysv,BM25,19,3,0.10526315789473684,0.6666666666666666
netbsd-enametoolong,BM25,22,3,0.13636363636363635,1.0
netbsd-ext_exp_infnan,BM25,1041,3,0.002881844380403458,1.0
netbsd-things,BM25,67,2,0.014925373134328358,0.5
netbsd-fts_pathlen_truncate,BM25,146,2,0.0136986301369863,1.0
netbsd-__unconst,BM25,131,2,0.015267175572519083,1.0
netbsd-rlimit_nofile,BM25,18,2,0.1111111111111111,1.0
netbsd-need,BM25,381,2,0.0,0.0
netbsd-provides,BM25,32,2,0.0,0.0
netbsd-_minix,BM25,5,2,0.4,1.0
netbsd-defs_h_,BM25,5,3,0.6,1.0
netbsd-dead_code,BM25,105,4,0.0,0.0
netbsd-_libresolv,BM25,2,2,0.0,0.0
netbsd-ext_frachmbits,BM25,1011,3,0.002967359050445104,1.0
netbsd-def_conf_file,BM25,913,2,0.002190580503833516,1.0
netbsd-maxpathlen,BM25,61,3,0.04918032786885246,1.0
netbsd-maxhostnamelen,BM25,25,2,0.08,1.0
netbsd-__warn_references,BM25,320,9,0.028125,1.0
netbsd-rump_rpc,BM25,165,3,0.01818181818181818,1.0
netbsd-rlimit_memlock,BM25,16,2,0.125,1.0
netbsd-_i18n_dynamic,BM25,51,3,0.058823529411764705,1.0
netbsd-_path_defpath,BM25,322,2,0.006211180124223602,1.0
netbsd-oxtabs,BM25,4,2,0.5,1.0
netbsd-__gnuc__,BM25,5,9,0.6,0.3333333333333333
netbsd-_reentrant,BM25,165,71,0.36363636363636365,0.8450704225352113
netbsd-_pathnames_h_,BM25,24,2,0.08333333333333333,1.0
netbsd-tcsasoft,BM25,5,2,0.4,1.0
netbsd-narrowchar,BM25,2,2,0.0,0.0
netbsd-sra,BM25,28,3,0.10714285714285714,1.0
netbsd-use_poll,BM25,37,2,0.05405405405405406,1.0
netbsd-vpgoff,BM25,2,2,1.0,1.0
netbsd-nlist_elf64,BM25,41,2,0.04878048780487805,1.0
netbsd-vmin,BM25,15,2,0.13333333333333333,1.0
netbsd-vstop,BM25,5,2,0.4,1.0
netbsd-vwerase,BM25,5,3,0.6,1.0
netbsd-ieee_arith,BM25,468,4,0.00641025641025641,0.75
netbsd-s_ifsock,BM25,6,2,0.3333333333333333,1.0
netbsd-nlist_ecoff,BM25,40,3,0.075,1.0
netbsd-ieee_big_endian,BM25,614,14,0.02280130293159609,1.0
netbsd-nlist_coff,BM25,40,3,0.075,1.0
netbsd-vreprint,BM25,5,2,0.4,1.0
netbsd-s_issock,BM25,5,2,0.4,1.0
netbsd-have_fsync_range,BM25,573,3,0.005235602094240838,1.0
netbsd-vkill,BM25,7,2,0.2857142857142857,1.0
netbsd-__begin_decls,BM25,240,2,0.008333333333333333,1.0
netbsd-vccast,BM25,15,14,0.9333333333333333,1.0
netbsd-puffs_kflag_noflush_meta,BM25,95,2,0.021052631578947368,1.0
netbsd-ksh,BM25,71,17,0.23943661971830985,1.0
netbsd-use_locale,BM25,171,4,0.023391812865497075,1.0
netbsd-__arm_eabi__,BM25,99,2,0.020202020202020204,1.0
netbsd-ibm,BM25,40,8,0.075,0.375
netbsd-doesn,BM25,118,2,0.0,0.0
netbsd-rlimit_fsize,BM25,78,2,0.02564102564102564,1.0
netbsd-tz_domaindir,BM25,91,2,0.02197802197802198,1.0
netbsd-__mips_o32,BM25,16,2,0.125,1.0
netbsd-have_sa_len,BM25,1375,3,0.002181818181818182,1.0
netbsd-_tandem_source,BM25,3,2,0.6666666666666666,1.0
netbsd-path_max,BM25,875,2,0.002285714285714286,1.0
netbsd-extproc,BM25,4,2,0.5,1.0
netbsd-__fbsdid,BM25,111,7,0.06306306306306306,1.0
netbsd-have_termios_h,BM25,493,2,0.004056795131845842,1.0
netbsd-_curses_use_macros,BM25,174,30,0.1724137931034483,1.0
netbsd-veof,BM25,6,2,0.3333333333333333,1.0
netbsd-s_isfifo,BM25,5,2,0.4,1.0
netbsd-have_termio_h,BM25,493,2,0.004056795131845842,1.0
netbsd-spx,BM25,2,2,1.0,1.0
netbsd-_diagnostic,BM25,18,4,0.1111111111111111,0.5
netbsd-have_wchar,BM25,583,49,0.07890222984562607,0.9387755102040817
netbsd-emultihop,BM25,2,2,1.0,1.0
netbsd-no_ioflag,BM25,11,3,0.2727272727272727,1.0
netbsd-debug,BM25,130,109,0.3153846153846154,0.3761467889908257
netbsd-puffs_kflag_cache_fs_ttl,BM25,201,2,0.009950248756218905,1.0
netbsd-rlimit_stack,BM25,160,2,0.0125,1.0
netbsd-iexten,Neural networks,8,2,0.25,1.0
netbsd-vstatus,Neural networks,4,2,0.5,1.0
netbsd-eexist,Neural networks,24,2,0.08333333333333333,1.0
netbsd-__pic__,Neural networks,53,5,0.07547169811320754,0.8
netbsd-tiocgatc,Neural networks,3,3,1.0,1.0
netbsd-isns_debug,Neural networks,15,3,0.13333333333333333,0.6666666666666666
netbsd-s_ifsock,Neural networks,6,2,0.3333333333333333,1.0
netbsd-wide_double,Neural networks,63,2,0.015873015873015872,0.5
netbsd-extern_defined,Neural networks,2,3,1.0,0.6666666666666666
netbsd-float64_demangle,Neural networks,33,2,0.0,0.0
netbsd-puffs_setattr_faf,Neural networks,44,2,0.0,0.0
netbsd-verase2,Neural networks,2,2,1.0,1.0
netbsd-vdiscard,Neural networks,6,3,0.5,1.0
netbsd-__stdc__,Neural networks,15,13,0.2,0.23076923076923078
netbsd-_lp64,Neural networks,4,6,0.25,0.16666666666666666
netbsd-vintr,Neural networks,7,2,0.2857142857142857,1.0
netbsd-tiocgltc,Neural networks,3,3,1.0,1.0
netbsd-portmap,Neural networks,6,6,0.6666666666666666,0.6666666666666666
netbsd-jobs,Neural networks,35,6,0.17142857142857143,1.0
netbsd-_pathnames_h_,Neural networks,24,2,0.08333333333333333,1.0
netbsd-short_strings,Neural networks,6,8,1.0,0.75
netbsd-btop,Neural networks,7,3,0.42857142857142855,1.0
netbsd-s_issock,Neural networks,5,2,0.4,1.0
netbsd-enosr,Neural networks,2,2,1.0,1.0
netbsd-encryption,Neural networks,16,8,0.5,1.0
netbsd-maxhostnamelen,Neural networks,25,2,0.08,1.0
netbsd-vlnext,Neural networks,6,3,0.5,1.0
netbsd-_scalb_int,Neural networks,29,4,0.13793103448275862,1.0
netbsd-use_kqueue,Neural networks,5,2,0.4,1.0
netbsd-vdsusp,Neural networks,5,2,0.4,1.0
netbsd-rnd_prodquot,Neural networks,74,3,0.0,0.0
netbsd-charbits,Neural networks,2,2,1.0,1.0
netbsd-provides,Neural networks,32,2,0.0,0.0
netbsd-use_poll,Neural networks,1,2,0.0,0.0
netbsd-filec,Neural networks,17,7,0.4117647058823529,1.0
netbsd-stype,Neural networks,47,2,0.0425531914893617,1.0
netbsd-__i386__,Neural networks,19,5,0.05263157894736842,0.2
netbsd-multiple_threads,Neural networks,31,5,0.03225806451612903,0.2
netbsd-notused,Neural networks,5,3,0.4,0.6666666666666666
netbsd-redebug,Neural networks,1,4,1.0,0.25
netbsd-floatx80,Neural networks,16,15,0.9375,1.0
netbsd-history,Neural networks,55,7,0.12727272727272726,1.0
netbsd-o_nonblock,Neural networks,27,2,0.07407407407407407,1.0
netbsd-vsusp,Neural networks,5,2,0.4,1.0
netbsd-have_stropts_h,Neural networks,1,2,1.0,0.5
netbsd-brace_expand,Neural networks,7,4,0.0,0.0
netbsd-authentication,Neural networks,33,4,0.09090909090909091,0.75
netbsd-edquot,Neural networks,6,3,0.5,1.0
netbsd-__lint__,Neural networks,2,9,0.5,0.1111111111111111
netbsd-echoctl,Neural networks,7,2,0.2857142857142857,1.0
netbsd-estale,Neural networks,4,2,0.5,1.0
netbsd-vquit,Neural networks,6,2,0.3333333333333333,1.0
netbsd-hesiod,Neural networks,11,4,0.36363636363636365,1.0
netbsd-rlimit_nthr,Neural networks,15,2,0.0,0.0
netbsd-bsd4_4,Neural networks,3,7,0.6666666666666666,0.2857142857142857
netbsd-honor_flt_rounds,Neural networks,7,17,0.0,0.0
netbsd-rlimit_vmem,Neural networks,14,2,0.0,0.0
netbsd-priumax,Neural networks,4,2,0.5,1.0
netbsd-emacs,Neural networks,26,6,0.19230769230769232,0.8333333333333334
netbsd-f_closem,Neural networks,8,3,0.375,1.0
netbsd-__linux__,Neural networks,17,3,0.058823529411764705,0.3333333333333333
netbsd-o_cloexec,Neural networks,5,4,0.0,0.0
netbsd-emfile,Neural networks,11,2,0.18181818181818182,1.0
netbsd-epfnosupport,Neural networks,4,2,0.5,1.0
netbsd-hash_statistics,Neural networks,5,4,0.0,0.0
netbsd-tiocgwinsz,Neural networks,12,2,0.16666666666666666,1.0
netbsd-rlimit_core,Neural networks,10,2,0.0,0.0
netbsd-vdswtch,Neural networks,2,2,1.0,1.0
netbsd-trust_flt_rounds,Neural networks,12,4,0.0,0.0
netbsd-kr_headers,Neural networks,23,43,0.0,0.0
netbsd-krb5,Neural networks,5,3,0.2,0.3333333333333333
netbsd-verase,Neural networks,7,2,0.2857142857142857,1.0
netbsd-etimedout,Neural networks,12,2,0.16666666666666666,1.0
netbsd-vax,Neural networks,56,5,0.05357142857142857,0.6
netbsd-sigwinch,Neural networks,17,3,0.17647058823529413,1.0
netbsd-_pax_,Neural networks,20,3,0.15,1.0
netbsd-vstart,Neural networks,5,2,0.4,1.0
netbsd-__svr4,Neural networks,6,3,0.0,0.0
netbsd-__cplusplus,Neural networks,2,14,0.5,0.07142857142857142
netbsd-rlimit_nproc,Neural networks,24,2,0.0,0.0
netbsd-perfuse_debug,Neural networks,7,4,0.5714285714285714,1.0
netbsd-__vax__,Neural networks,31,7,0.06451612903225806,0.2857142857142857
netbsd-veol2,Neural networks,4,2,0.5,1.0
netbsd-rlimit_cpu,Neural networks,7,2,0.0,0.0
netbsd-nls,Neural networks,12,6,0.25,0.5
netbsd-fts_whiteout,Neural networks,38,2,0.0,0.0
netbsd-float128,Neural networks,25,19,0.76,1.0
netbsd-errorcheck,Neural networks,7,4,0.0,0.0
netbsd-no_msgfmt,Neural networks,6,3,0.3333333333333333,0.6666666666666666
netbsd-backwards,Neural networks,36,3,0.027777777777777776,0.3333333333333333
netbsd-ndebug,Neural networks,3,6,0.6666666666666666,0.3333333333333333
netbsd-do_sharedvfork,Neural networks,2,4,1.0,0.5
netbsd-ullong,Neural networks,5,3,0.6,1.0
netbsd-eagain,Neural networks,25,2,0.08,1.0
netbsd-onlret,Neural networks,4,2,0.5,1.0
netbsd-inet6,Neural networks,38,13,0.3157894736842105,0.9230769230769231
netbsd-sysv,Neural networks,19,3,0.10526315789473684,0.6666666666666666
netbsd-__freebsd__,Neural networks,3,39,0.0,0.0
netbsd-spx,Neural networks,2,2,1.0,1.0
netbsd-sudden_underflow,Neural networks,1,10,0.0,0.0
netbsd-std_inspired,Neural networks,3,3,0.0,0.0
netbsd-ifdefs,Neural networks,4,4,0.0,0.0
netbsd-vtime,Neural networks,16,2,0.125,1.0
netbsd-mkinit,Neural networks,9,11,0.8888888888888888,0.7272727272727273
netbsd-__locale_t_declared,Neural networks,11,2,0.0,0.0
netbsd-imprecise_inexact,Neural networks,85,2,0.023529411764705882,1.0
netbsd-parenb,Neural networks,8,2,0.25,1.0
netbsd-_extern_h_,Neural networks,5,4,0.8,1.0
netbsd-vkill2,Neural networks,2,2,1.0,1.0
netbsd-eloop,Neural networks,11,2,0.18181818181818182,1.0
netbsd-onlcr,Neural networks,7,2,0.2857142857142857,1.0
netbsd-eoverflow,Neural networks,14,2,0.14285714285714285,1.0
netbsd-sigchld,Neural networks,14,2,0.14285714285714285,1.0
netbsd-cachelinesize,Neural networks,2,2,1.0,1.0
netbsd-siginfo,Neural networks,38,2,0.05263157894736842,1.0
netbsd-vpage,Neural networks,2,2,1.0,1.0
netbsd-nlist_aout,Neural networks,40,3,0.0,0.0
netbsd-vswtch,Neural networks,2,2,1.0,1.0
netbsd-_libm_declare,Neural networks,50,2,0.02,0.5
netbsd-sigxcpu,Neural networks,7,2,0.2857142857142857,1.0
netbsd-rlimit_swap,Neural networks,71,2,0.0,0.0
netbsd-tiocsti,Neural networks,3,2,0.6666666666666666,1.0
netbsd-shared,Neural networks,60,5,0.03333333333333333,0.4
netbsd-oxtabs,Neural networks,4,2,0.5,1.0
netbsd-veol,Neural networks,6,2,0.3333333333333333,1.0
netbsd-sdebug,Neural networks,2,2,0.5,0.5
netbsd-easy_history,Neural networks,27,3,0.0,0.0
netbsd-extproc,Neural networks,4,2,0.5,1.0
netbsd-rlimit_stack,Neural networks,8,2,0.0,0.0
netbsd-maxpathlen,Neural networks,61,3,0.04918032786885246,1.0
netbsd-xtabs,Neural networks,5,2,0.4,1.0
netbsd-national,Neural networks,34,4,0.11764705882352941,1.0
netbsd-flusho,Neural networks,17,2,0.11764705882352941,1.0
netbsd-enolink,Neural networks,2,2,1.0,1.0
netbsd-ewouldblock,Neural networks,11,2,0.18181818181818182,1.0
netbsd-statistics,Neural networks,8,5,0.25,0.4
netbsd-_path_bshell,Neural networks,4,3,0.0,0.0
netbsd-des_encryption,Neural networks,4,2,0.0,0.0
netbsd-eisdir,Neural networks,12,2,0.16666666666666666,1.0
netbsd-kshvi,Neural networks,3,3,0.6666666666666666,0.6666666666666666
netbsd-float64_mangle,Neural networks,35,2,0.0,0.0
netbsd-netbsd_inspired,Neural networks,3,2,0.6666666666666666,1.0
netbsd-__extensions__,Neural networks,19,2,0.10526315789473684,1.0
netbsd-inaccurate_divide,Neural networks,25,2,0.0,0.0
netbsd-__build_legacy,Neural networks,5,8,0.0,0.0
netbsd-sigxfsz,Neural networks,7,2,0.2857142857142857,1.0
netbsd-rescuedir,Neural networks,5,5,1.0,1.0
netbsd-altzone,Neural networks,4,3,0.75,1.0
netbsd-s_islnk,Neural networks,17,5,0.29411764705882354,1.0
netbsd-bits64,Neural networks,12,8,0.6666666666666666,1.0
netbsd-has_inet6_structs,Neural networks,5,2,0.0,0.0
netbsd-sigtstp,Neural networks,20,3,0.15,1.0
